fips,% Foreign Born,Veterans,Mean Travel Time,Median Household Income,Below Poverty Level,Total Number of Firms,% Black-owned Firms,% Asian-owned Firms,% Hispanic-owned Firms,% Women-owned Firms,Manufacturers Shipments ($1000),Retail Sales ($1000),Retail Sales per Capita,Building permits,Population per Square Mile,Bernie Sanders,Hillary Clinton,Most Votes
6037,35.1,331642,29.3,55909,17.8,1046940,5.7,17.5,21.6,30.2,153343705,119111840,12236,17659,2419.6,434656,590502,"('Votes', 'Hillary Clinton')"
6039,21.5,8266,25.5,45625,22.8,9543,0,5.1,23.7,26.3,1452945,1010216,6956,214,70.6,3626,4831,"('Votes', 'Hillary Clinton')"
6041,19,15439,28.6,90839,7.7,42712,0.9,0,0,33.9,397211,4589300,18648,390,485.1,19848,27238,"('Votes', 'Hillary Clinton')"
6043,4.7,2153,32,49820,16.1,1437,0,0,0,0,0,84507,4705,24,12.6,1050,963,"('Votes', 'Bernie Sanders')"
6045,12.5,6798,18.6,43469,20,11015,0.3,0,0,27.6,773447,1259064,14716,109,25.1,4654,2690,"('Votes', 'Bernie Sanders')"
6047,25.6,11102,26.3,42591,25.4,12639,2.6,9.1,24.8,30.2,3954248,2001290,8233,169,132.2,5190,7169,"('Votes', 'Hillary Clinton')"
6049,7.1,996,16.9,36212,21,893,0,0,0,0,0,53025,5827,8,2.5,280,240,"('Votes', 'Bernie Sanders')"
6051,17,850,16.2,61757,8.5,2137,0,0,0,21.3,0,154316,12032,29,4.7,917,755,"('Votes', 'Bernie Sanders')"
6053,29.9,21572,22.5,59168,17,31711,2.4,7.5,21.8,32.5,2227640,4541144,11293,361,126.5,12894,17126,"('Votes', 'Hillary Clinton')"
6055,22.4,9410,23.6,70443,10.1,12794,0,5.4,10.3,31.1,4529328,1665005,12619,147,182.4,4781,7370,"('Votes', 'Hillary Clinton')"
6057,6,10085,24.6,57353,12,14492,0,0,0,28.7,664601,1077159,11111,290,103.1,8472,5591,"('Votes', 'Bernie Sanders')"
6059,30.4,131229,26.3,75422,12.4,329380,1.3,19.2,12.4,28.4,49131942,45022513,15221,9291,3807.7,100836,123723,"('Votes', 'Hillary Clinton')"
6061,10.6,29780,26.9,72725,8.7,36890,1.2,6.6,5.3,28.3,3023419,6180067,18622,1990,247.6,12787,17299,"('Votes', 'Hillary Clinton')"
6063,5.1,2276,22.9,45794,15.2,2277,0,0,0,23,130591,175272,8506,32,7.8,1476,1209,"('Votes', 'Bernie Sanders')"
6065,21.9,135139,32,56529,16.2,163248,5.2,8,24,30.4,13623526,24146447,11745,6761,303.8,47988,73724,"('Votes', 'Hillary Clinton')"
6067,19.9,94398,25.7,55064,17.6,108950,6.4,14.9,8.5,32.1,7282833,15599967,11357,1761,1470.8,50567,68248,"('Votes', 'Hillary Clinton')"
6069,20.1,2715,30.2,66237,11.9,3652,0,0,0,30.3,630311,352941,6475,105,39.8,1439,2022,"('Votes', 'Hillary Clinton')"
6071,21.1,104576,29.9,54090,18.7,151888,7.9,11.5,27.7,30.6,18907342,21717402,10897,3405,101.5,51770,71246,"('Votes', 'Hillary Clinton')"
6073,23.4,234211,24.4,62962,14.4,291124,2.9,10,15.2,29.9,27541073,38710620,13009,6875,735.8,111898,139813,"('Votes', 'Hillary Clinton')"
6075,35.6,29478,30.5,75604,13.5,105030,2.7,24,6.6,30.1,2077457,12399960,15516,2711,17179.1,67191,85070,"('Votes', 'Hillary Clinton')"
6077,23.1,35277,29.4,53380,18.2,41137,5.7,16.2,17.4,31,8272476,7109680,10687,1265,492.6,16329,25118,"('Votes', 'Hillary Clinton')"
6079,10.4,21244,21.1,58697,14.3,29920,0,3.6,7.9,27.7,2548202,3548407,13559,983,81.7,16147,16833,"('Votes', 'Hillary Clinton')"
6081,34,32332,25.7,88202,7.6,74604,1.6,18.6,11.7,29.9,17918237,10198837,14625,1461,1602.2,30003,47358,"('Votes', 'Hillary Clinton')"
6083,23.4,26102,19.4,62779,16,39834,0,5.9,13.9,28.3,3174119,4983368,12443,755,155,22976,23543,"('Votes', 'Hillary Clinton')"
6085,37.1,66749,25,91702,10.2,156084,0,28.5,10.8,29.7,45088754,26491464,15367,9932,1381,70468,109963,"('Votes', 'Hillary Clinton')"
6087,18.3,12471,25.4,66519,14.6,29122,0,4.8,0,34.2,1502419,3725362,14894,291,589.4,25171,20105,"('Votes', 'Bernie Sanders')"
6089,5.2,17765,20.1,44651,17.5,0,0,0,0,0,662910,2526411,14088,242,46.9,6140,5875,"('Votes', 'Bernie Sanders')"
6091,7.1,440,27.5,39009,19.4,0,0,0,0,0,0,0,0,4,3.4,275,213,"('Votes', 'Bernie Sanders')"
6093,5.4,4744,18.8,37709,21,4549,0,0,5.2,29.3,257841,403309,9120,19,7.2,2301,1585,"('Votes', 'Bernie Sanders')"
6095,20.1,34948,28.9,67177,13,27428,8.9,15.5,11.3,30.9,8377320,4827955,11892,646,503,23630,31753,"('Votes', 'Hillary Clinton')"
6097,16.6,33151,25.3,63356,11.9,52458,0,0,7.8,30.4,5841879,6427191,13929,663,307.1,42715,44923,"('Votes', 'Hillary Clinton')"
6099,20.5,25311,26.6,49297,20.3,31324,2.6,8.6,16.2,30,9475984,5661922,11180,454,344.2,12086,15309,"('Votes', 'Hillary Clinton')"
6101,22.7,6740,27.4,50408,16.7,6625,0,0,0,28.2,494893,1065391,11644,79,157.3,1894,2370,"('Votes', 'Hillary Clinton')"
6103,8.9,5608,23.3,41924,19.7,4272,0,0,0,32,556745,735399,12103,78,21.5,1544,1487,"('Votes', 'Bernie Sanders')"
6105,3.4,1648,18.3,36890,19.2,1481,0,0,0,0,0,69188,4966,30,4.3,953,585,"('Votes', 'Bernie Sanders')"
6107,22.8,18289,21.3,42708,26.2,24881,1.4,0,26.1,27.2,5015960,3900853,9373,1092,91.7,5755,8375,"('Votes', 'Hillary Clinton')"
6109,4.8,5375,25.1,48426,14.5,5706,0,0,0,0,222524,582426,10460,55,24.9,2623,2851,"('Votes', 'Hillary Clinton')"
6111,22.8,47834,24.6,76544,11.1,80179,1.3,7,15,28.8,8769037,11083611,14036,1314,446.7,38523,45848,"('Votes', 'Hillary Clinton')"
6113,21.7,10321,21.6,55918,19.1,14782,0,10.5,11.2,29.9,1853300,1765735,9106,218,197.9,11532,12567,"('Votes', 'Hillary Clinton')"
6115,12.3,6420,29.5,44902,21.6,4111,0,0,11,41.6,169975,423597,5908,201,114.2,1730,1572,"('Votes', 'Bernie Sanders')"
8001,14.9,27662,28.4,56270,14.2,32777,1.6,3.8,14,29.8,6161531,4848908,11556,1115,378.2,3279,2060,"('Votes', 'Bernie Sanders')"
8003,6.7,1121,15,34520,26.5,1341,0,0,19.4,25.4,0,262997,17193,52,21.4,167,90,"('Votes', 'Bernie Sanders')"
8005,14.9,42954,26.9,60651,12.1,61951,4.1,5.2,6.2,28.4,2042979,9931962,18277,1897,716.7,6086,5320,"('Votes', 'Bernie Sanders')"
8007,3.3,1162,19.6,48933,9.7,2521,0,0,0,17.4,0,142696,11435,75,8.9,156,83,"('Votes', 'Bernie Sanders')"
8009,2.8,330,12.6,38829,15.2,0,0,0,0,0,0,32910,8570,0,1.5,14,15,"('Votes', 'Hillary Clinton')"
8011,5.9,614,17.7,37340,19.1,331,0,0,0,0,0,16419,2838,0,4.3,24,26,"('Votes', 'Hillary Clinton')"
8013,10.9,15432,22.7,67956,14.2,42506,0.5,2.4,3.5,30.2,3855872,4039254,13660,1371,405.6,11142,6354,"('Votes', 'Bernie Sanders')"
8014,8.6,3824,26.2,77998,7.1,6284,1.3,3.9,2,0,2255472,1139808,21240,820,1691.9,1010,563,"('Votes', 'Bernie Sanders')"
8015,3.5,2264,14.9,46504,8,3369,0,0,4,27.8,0,252573,14982,105,17.6,404,210,"('Votes', 'Bernie Sanders')"
8017,8.5,137,13,51641,7.2,304,0,0,0,0,0,12958,7276,1,1,4,5,"('Votes', 'Hillary Clinton')"
8019,4,903,32.6,67259,10.2,1193,0,0,0,0,0,73119,8185,11,23,199,159,"('Votes', 'Bernie Sanders')"
8021,3.1,502,24.3,34526,19.4,893,0,0,0,0,0,33081,4132,13,6.4,50,73,"('Votes', 'Hillary Clinton')"
8023,10.3,445,20.1,29145,22.2,370,0,0,0,0,0,5702,1726,30,2.9,23,64,"('Votes', 'Hillary Clinton')"
8025,5.7,453,24.1,31477,29.1,0,0,0,0,0,0,15707,2427,7,7.4,16,15,"('Votes', 'Bernie Sanders')"
8027,2.1,790,34.7,32427,14.6,0,0,0,0,0,0,58746,14820,43,5.8,45,34,"('Votes', 'Bernie Sanders')"
8029,4.5,3493,24.8,42078,15.5,4029,0,0,0,0,141382,312871,10353,47,27.1,417,177,"('Votes', 'Bernie Sanders')"
8031,15.8,34001,24.6,50313,19.1,67500,4.3,3.7,8.7,30.2,5189894,6835351,11810,5958,3922.6,14624,12097,"('Votes', 'Bernie Sanders')"
8033,1.1,169,23,37750,14.9,349,0,0,0,0,0,15039,7961,1,1.9,22,8,"('Votes', 'Bernie Sanders')"
8035,6.4,19635,27.7,101591,3.9,32992,0,2.4,3.1,27.7,1950842,3765450,13846,3230,339.7,2347,2342,"('Votes', 'Bernie Sanders')"
8037,19.2,1763,20,74456,10.9,9437,0,0,3.6,26.3,0,928788,18367,256,31,623,344,"('Votes', 'Bernie Sanders')"
8039,4.1,2328,41.3,82118,6.5,3269,0,0,0,26.2,0,80718,3558,116,12.5,144,89,"('Votes', 'Bernie Sanders')"
8041,7.2,81330,21.7,57125,12.4,57475,2.5,3,4.9,31.4,0,7950151,13578,3533,292.6,4954,3109,"('Votes', 'Bernie Sanders')"
8043,4,5491,23.3,39943,17.6,4110,0,0,0,26.2,168772,352422,7444,55,30.5,268,193,"('Votes', 'Bernie Sanders')"
8045,15,3465,27.5,57022,11.9,8595,0,0,5.7,25.1,0,1184677,22367,83,19.1,734,439,"('Votes', 'Bernie Sanders')"
8047,2.6,722,32,63885,10.8,723,0,0,0,0,0,3225,636,13,36.3,173,74,"('Votes', 'Bernie Sanders')"
8049,4.7,1467,18.8,64664,11.1,2624,0,0,0,22.5,0,193138,14227,137,8,187,94,"('Votes', 'Bernie Sanders')"
8051,4.3,1031,13.4,52332,17.7,3300,0,0,0,21.3,0,211576,14116,58,4.7,481,141,"('Votes', 'Bernie Sanders')"
8053,1.7,111,8.2,56667,5.1,326,0,0,0,0,0,7808,9362,6,0.8,10,3,"('Votes', 'Bernie Sanders')"
8055,4.8,832,22.9,33298,20.6,938,0,0,0,0,0,55321,7180,13,4.2,150,93,"('Votes', 'Bernie Sanders')"
8057,3,145,18.9,43606,8.9,127,0,0,0,0,0,19370,14149,0,0.9,12,15,"('Votes', 'Hillary Clinton')"
8059,6.2,42215,26.2,68984,8.6,62249,0.6,2.7,5.2,30.2,6566636,7282158,13782,2519,699.5,8281,5478,"('Votes', 'Bernie Sanders')"
8061,2.7,83,17.2,40813,17.4,0,0,0,0,0,0,8036,6158,0,0.8,2,5,"('Votes', 'Hillary Clinton')"
8063,9,799,12.5,44157,13.8,834,0,0,0,39.3,0,84356,10717,2,3.8,16,11,"('Votes', 'Bernie Sanders')"
8065,15,516,29.3,44610,14.3,796,0,0,0,26.6,0,51369,6540,0,19.4,165,53,"('Votes', 'Bernie Sanders')"
8067,3.5,3963,20.5,58080,11.4,8231,0,0,0,25.9,0,790433,15914,278,30.3,1466,819,"('Votes', 'Bernie Sanders')"
8069,5.4,22809,22.6,58626,14.1,34660,0.4,1.8,3.6,29.7,3226757,3922871,13672,2498,115.4,6664,3231,"('Votes', 'Bernie Sanders')"
8071,3.2,1221,21.2,42261,17.8,1558,0,0,13,25.9,0,164359,10393,5,3.2,106,80,"('Votes', 'Bernie Sanders')"
8073,5.4,486,18.3,41910,13.7,626,0,0,0,29.4,0,134696,25671,2,2.1,14,20,"('Votes', 'Hillary Clinton')"
8075,5.7,1999,17.1,40415,17.6,1396,0,0,2.9,21.9,0,281292,13454,19,12.4,70,77,"('Votes', 'Hillary Clinton')"
8077,4.1,13870,21.2,49471,14.7,16079,0,0,4,26.7,539590,2389507,17279,504,44.1,1095,791,"('Votes', 'Bernie Sanders')"
8079,1.1,111,14.6,47083,6.4,510,0,0,0,0,0,6008,6239,6,0.8,25,16,"('Votes', 'Bernie Sanders')"
8081,5.6,1193,21.8,53231,11.5,0,0,0,0,0,0,213043,15717,9,2.9,28,21,"('Votes', 'Bernie Sanders')"
8083,2.3,2319,22.6,43188,19.3,3068,0,0,0,31.4,0,301379,12003,15,12.6,412,198,"('Votes', 'Bernie Sanders')"
8085,7.3,3280,20.3,45718,16,5538,0,0,5.1,29.7,218197,610875,15484,89,18.4,258,210,"('Votes', 'Bernie Sanders')"
8087,12.6,1638,16.5,43774,13.3,2137,0,0,7.9,24.1,0,232820,8450,20,22,87,70,"('Votes', 'Bernie Sanders')"
8089,4.1,1615,17.5,33848,25.2,1586,0,0,12.1,37.3,0,171450,9166,2,14.9,94,78,"('Votes', 'Bernie Sanders')"
8091,2.9,551,22.8,64601,5.6,1117,0,0,0,26.5,0,26977,6131,33,8.2,156,86,"('Votes', 'Bernie Sanders')"
8093,3.4,1992,44.2,61570,9.1,2313,0,0,0,28,0,55409,3266,88,7.4,231,118,"('Votes', 'Bernie Sanders')"
8095,12.2,343,13.9,43011,19.9,324,0,0,0,27.5,0,45616,10207,9,6.5,18,11,"('Votes', 'Bernie Sanders')"
8097,12.2,950,17,72745,10.1,5100,0,0,2.9,26.5,0,399540,26461,98,17.7,421,349,"('Votes', 'Bernie Sanders')"
8099,12.5,1010,14.4,34391,23.3,1328,0,0,0,13.2,0,146970,11300,1,7.7,18,40,"('Votes', 'Hillary Clinton')"
8101,4,15351,20.4,41777,19.1,10232,0.6,1.7,17.1,29.1,1705822,1864599,12080,157,66.7,1140,1260,"('Votes', 'Hillary Clinton')"
8103,6.8,556,19.6,60128,14.9,825,0,0,0,30.7,0,54732,8831,10,2.1,18,8,"('Votes', 'Bernie Sanders')"
8105,7,1000,19,38993,19.2,1791,0,0,16.1,24.6,0,110165,9480,12,13.1,59,47,"('Votes', 'Bernie Sanders')"
8107,3.5,1171,17.3,62002,9.1,4913,0,0,0,20.3,0,421473,18866,132,10,406,230,"('Votes', 'Bernie Sanders')"
8109,11,521,19,34600,24.7,501,0,0,0,0,0,20857,3039,32,1.9,219,47,"('Votes', 'Bernie Sanders')"
8111,3.2,60,11.9,39583,17.1,0,0,0,0,0,0,6624,11540,0,1.8,27,11,"('Votes', 'Bernie Sanders')"
8113,8.4,396,19.3,63594,10.6,2294,0,0,3.1,23.3,0,97815,13114,36,5.7,329,89,"('Votes', 'Bernie Sanders')"
8115,3.2,230,18.9,40221,18.9,282,0,0,0,0,0,33331,14305,1,4.3,8,13,"('Votes', 'Hillary Clinton')"
8117,11.9,1417,16.8,63697,13.7,5751,0,0,0,27.5,0,641013,24434,207,46,419,276,"('Votes', 'Bernie Sanders')"
8119,2.4,3349,31.7,59040,7,3429,0,0,0,31,0,169017,7771,140,41.9,219,126,"('Votes', 'Bernie Sanders')"
8121,2.5,433,20.6,44683,13.1,265,0,0,0,0,0,23053,5015,5,1.9,12,10,"('Votes', 'Bernie Sanders')"
8123,8.5,16805,26.2,57180,14.7,23024,0.6,1.5,0,25.4,4193672,2246115,9272,2708,63.4,1647,1043,"('Votes', 'Bernie Sanders')"
8125,10.9,630,14.7,44308,8.2,1031,0,0,0,0,0,106085,11074,3,4.2,33,45,"('Votes', 'Hillary Clinton')"
10001,5.3,18340,25.8,55149,12.9,11242,10.4,3.8,2.5,26.2,2361835,2589237,17024,998,276.9,4980,7338,"('Votes', 'Hillary Clinton')"
10003,10,36340,24.8,64537,10.7,43660,10.1,5.1,2.1,26.5,20268769,8633413,16358,1908,1263.2,25738,38580,"('Votes', 'Hillary Clinton')"
10005,6.8,20401,24.2,52710,13.4,20285,4.5,1.6,1.7,24.3,3049335,2979433,16103,2288,210.6,5941,10032,"('Votes', 'Hillary Clinton')"
12001,10.7,17015,19.9,42149,24.9,20676,7.8,3.8,6.7,31.6,0,3152244,13124,762,282.7,17590,17733,"('Votes', 'Hillary Clinton')"
12003,1,1979,29.4,49236,17.3,1727,0,0,0,26.2,0,180555,7052,47,46.3,805,654,"('Votes', 'Bernie Sanders')"
12005,4.9,22243,21.3,47461,14.7,15465,0,0,2.7,29,1254295,2471968,15138,601,222.6,4131,5209,"('Votes', 'Hillary Clinton')"
12007,2.5,2741,27.1,40259,18.2,2106,0,0,0,0,0,215629,7436,2,97,908,1056,"('Votes', 'Hillary Clinton')"
12009,8.7,68817,23.7,48039,13.5,45939,6.1,2.9,5.3,30.4,6767571,6593988,12339,1286,535,20083,31835,"('Votes', 'Hillary Clinton')"
12011,31.5,92575,27.2,51251,14.3,237524,16.4,3.7,22.1,29.8,7160772,30886257,17680,2462,1444.9,48330,132527,"('Votes', 'Hillary Clinton')"
12013,2.7,1598,28.8,32780,23.5,1034,0,0,0,0,0,64750,4791,8,25.8,545,437,"('Votes', 'Bernie Sanders')"
12015,9.7,24867,23.3,44378,12.6,13987,0,0,0,26.4,0,1898114,12072,610,235.2,4634,8125,"('Votes', 'Hillary Clinton')"
12017,4.8,21097,25.9,39100,16.8,12451,2.5,0,0,30.9,0,1405565,10051,233,242.8,4776,6863,"('Votes', 'Hillary Clinton')"
12019,6.6,26014,32.1,59482,9.8,15242,6.3,4.2,4.5,28.8,0,2005718,10997,915,315.8,3698,5345,"('Votes', 'Hillary Clinton')"
12021,22.9,30603,23.6,55843,14.1,38309,3.3,1.8,15.5,26.8,606697,5186468,16546,3610,160.9,6127,12712,"('Votes', 'Hillary Clinton')"
12023,3.4,7694,22.3,38070,19.8,5089,5.7,0,3.4,24.7,351463,862158,12692,80,84.7,1676,2299,"('Votes', 'Hillary Clinton')"
12027,17.6,2802,24.6,34963,29.6,1899,0,0,0,24,0,280786,8001,112,54.7,726,987,"('Votes', 'Hillary Clinton')"
12029,2.7,2085,25.7,33981,17.4,919,0,0,0,0,0,49120,3303,24,23.3,459,409,"('Votes', 'Bernie Sanders')"
12031,9.5,85376,23.6,48323,16.9,69495,14.1,4.9,6.3,29.8,11222050,13316700,15688,3446,1133.9,26716,58632,"('Votes', 'Hillary Clinton')"
12033,5.6,34292,22.2,43918,18.1,24187,9.5,3.7,2.4,30.6,2117030,4055667,13404,698,453.4,9318,16765,"('Votes', 'Hillary Clinton')"
12035,13.4,11345,26.4,47233,16.6,9695,0,0,0,0,235664,684121,7766,548,197.1,2977,6152,"('Votes', 'Hillary Clinton')"
12037,3.2,1235,22.3,38328,20.6,1758,0,0,0,0,0,92324,8191,8,21.6,647,665,"('Votes', 'Hillary Clinton')"
12039,6.6,3285,28,35380,26.5,2765,35.1,0,0,29.8,262901,440290,9422,23,89.8,1944,7446,"('Votes', 'Hillary Clinton')"
12041,3,1815,31.3,38406,24.1,1104,0,0,0,0,0,52477,3102,37,48.4,578,428,"('Votes', 'Bernie Sanders')"
12043,14.7,1205,24.5,34694,24.5,354,0,0,0,29.4,0,13064,1191,14,16,313,387,"('Votes', 'Hillary Clinton')"
12045,3.2,1384,24.4,40455,16.4,1232,0,0,0,0,0,76286,4840,92,28.1,520,568,"('Votes', 'Hillary Clinton')"
12047,3.7,1311,24.2,37716,23.6,816,0,0,0,35.5,0,103218,7243,9,28.8,479,758,"('Votes', 'Hillary Clinton')"
12049,20.8,1388,25.6,37125,29.6,1363,0,0,22,0,0,400142,13878,17,43.5,393,529,"('Votes', 'Hillary Clinton')"
12051,24.9,1820,27.5,35425,26.7,2489,0,0,34.3,0,0,345685,8774,24,34,647,1156,"('Votes', 'Hillary Clinton')"
12053,6.5,21514,30,41024,15.4,13476,3.6,0,8.7,26.6,312518,1654088,9789,378,365.6,5512,8882,"('Votes', 'Hillary Clinton')"
12055,10.9,12995,21.9,35560,20.1,7360,0,3.7,14.4,24.1,306138,1089559,11060,92,97.2,2054,3711,"('Votes', 'Hillary Clinton')"
12057,15.5,94536,25.7,49596,16.8,114841,8.6,4.5,19.9,28.6,9444867,19110290,16335,7490,1204.9,38505,68936,"('Votes', 'Hillary Clinton')"
12059,2.6,1872,29.7,35511,23.8,937,0,0,0,20.3,0,73133,3825,31,41.6,619,339,"('Votes', 'Bernie Sanders')"
12061,10.4,15463,21.8,44772,15.1,15401,4.9,0,6,0,413041,1851697,13940,707,274.5,3926,6897,"('Votes', 'Hillary Clinton')"
12063,2.8,5114,24,36809,19.9,3106,0,0,2.4,27.1,180603,541943,11070,29,54.2,1840,2798,"('Votes', 'Hillary Clinton')"
12065,2.3,1753,26.9,44170,17.2,1092,0,0,0,0,0,88713,6403,17,24.7,762,1671,"('Votes', 'Hillary Clinton')"
12067,8.2,765,24.3,39722,20.2,247,0,0,0,0,0,66528,8292,11,16.3,501,295,"('Votes', 'Bernie Sanders')"
12069,8.5,34327,27.7,45035,13.8,26755,5.6,0,8.7,27.5,825472,3441893,11391,2488,316.6,8465,15914,"('Votes', 'Hillary Clinton')"
12071,15.1,63839,26.9,47439,15.4,64852,4.2,2.3,13.6,26.5,1181824,9193114,15708,4095,788.7,15624,27940,"('Votes', 'Hillary Clinton')"
12073,6.5,17802,19.9,46369,23.2,24022,15,3.1,4.1,29.8,593440,3533827,13451,1114,413.1,19866,27333,"('Votes', 'Hillary Clinton')"
12075,3.2,4599,28.1,34348,23.7,3663,0,0,0,22.8,130976,346356,8920,49,36.5,1354,1570,"('Votes', 'Hillary Clinton')"
12077,3.4,645,28.7,39681,24.1,489,0,0,0,0,0,24403,3129,9,10,392,316,"('Votes', 'Bernie Sanders')"
12079,4.1,1562,27.5,33833,22.5,1092,0,0,0,0,0,124831,6578,33,27.6,741,1542,"('Votes', 'Hillary Clinton')"
12081,12.7,33883,23.9,47876,15.1,29906,3.8,2.6,7.5,27.9,2985063,3874822,12339,3565,434.5,10165,18116,"('Votes', 'Hillary Clinton')"
12083,7.6,39952,24.8,39453,18.1,29443,7.5,2.4,8.2,27.6,1841509,4218810,13060,754,209.1,9892,18220,"('Votes', 'Hillary Clinton')"
12085,9.8,16999,24.4,49846,13,18387,1.7,2.2,5.8,27.6,856090,2470433,17790,432,269.2,4101,6523,"('Votes', 'Hillary Clinton')"
12086,51.3,60168,29,43100,19.9,403672,11.4,2.2,60.5,28.9,9347116,34530470,14074,7731,1315.5,42009,129467,"('Votes', 'Hillary Clinton')"
12087,17.4,7691,18.8,53607,13.5,13973,3.4,1.6,0,24.7,0,1387603,18900,188,74.3,3739,4830,"('Votes', 'Hillary Clinton')"
12089,2.6,9109,29,55315,12.6,6273,2.7,0,0,27.5,696212,630924,9219,587,113,2060,2910,"('Votes', 'Hillary Clinton')"
12091,6.6,30257,22.9,54684,13.4,18467,0,4.2,4.1,27.8,656730,3031043,16754,590,194.4,3782,4559,"('Votes', 'Hillary Clinton')"
12093,12.1,3063,25.3,34570,26.9,2828,0,0,0,0,0,430587,10758,17,52,784,1150,"('Votes', 'Hillary Clinton')"
12095,19,66314,26.3,47581,17,113155,10.9,6.1,20.9,29.9,10921814,19195634,18005,9246,1268.5,36639,66654,"('Votes', 'Hillary Clinton')"
12097,19.9,16395,30.6,43891,17.9,24646,0,5.4,37.6,29,644949,2868737,11107,3414,202.4,7273,16512,"('Votes', 'Hillary Clinton')"
12099,22.6,99057,24.5,52432,14.5,163433,8.9,3.1,14.4,27.8,4240652,19321650,15278,5066,670.2,39314,103369,"('Votes', 'Hillary Clinton')"
12101,9,50239,30,43888,13.9,38812,0,3.3,9.1,28.3,745172,4746208,10328,2785,622.2,14493,21760,"('Votes', 'Hillary Clinton')"
12103,11.4,94997,23.4,45535,14.1,98528,4.6,3.8,5,29.4,8062020,14826852,16244,1733,3347.5,39742,63699,"('Votes', 'Hillary Clinton')"
12105,10.2,51949,25.8,43113,18.2,45012,7.1,3.3,12.8,25.4,7178034,6420144,11195,2559,334.9,15473,29328,"('Votes', 'Hillary Clinton')"
12107,4.8,8293,28.1,32497,26.4,5259,8.5,0,0,0,982580,671648,9108,29,102.2,2747,3182,"('Votes', 'Hillary Clinton')"
12109,6.4,19172,25.7,64876,9.6,19871,2.3,2.7,4.9,26.1,533263,2039710,11601,2786,316.4,6953,9734,"('Votes', 'Hillary Clinton')"
12111,14.9,26490,28.3,43413,18.4,24858,12.8,2.4,13.9,31.7,916481,3697675,14197,962,485.7,8091,17554,"('Votes', 'Hillary Clinton')"
12113,4.4,20921,27.1,57703,12.3,12874,2.2,0,2.6,31.5,74894,1107974,7499,1127,149.6,3602,3938,"('Votes', 'Hillary Clinton')"
12115,12,47357,21.9,49052,12.2,46390,2.1,1.5,5.3,26.2,1366676,5599478,15181,2093,682.6,15776,25881,"('Votes', 'Hillary Clinton')"
12117,11.8,30528,26.3,58175,11.3,46725,5.4,3.4,11.2,28.8,1634749,6872148,16831,967,1367,15100,22069,"('Votes', 'Hillary Clinton')"
12119,5.8,18121,24.6,48493,12,5207,0,0,4.5,31.4,367864,672106,9244,2570,170.8,3022,7022,"('Votes', 'Hillary Clinton')"
12121,5.9,4324,26,35698,23.6,3112,5.2,0,3.4,0,0,353760,8962,41,60.3,1550,1475,"('Votes', 'Bernie Sanders')"
12123,2.4,2310,21.1,36356,16.7,1475,0,0,0,0,595497,207073,9886,24,21.6,907,983,"('Votes', 'Hillary Clinton')"
12125,2.6,1931,22.9,42660,19.6,722,0,0,0,37.1,0,42047,2855,22,63.8,472,336,"('Votes', 'Bernie Sanders')"
12127,7,54343,25.4,42457,16.8,46499,4.1,2.7,6.8,0,1948646,6099931,12230,1373,449.2,16170,26276,"('Votes', 'Hillary Clinton')"
12129,2.8,3447,30.4,52691,14.4,2750,0,0,0,0,0,167697,5544,106,50.8,1424,1659,"('Votes', 'Hillary Clinton')"
12131,5,6636,25.5,43640,17.9,7065,0,0,0,24.3,0,705008,13387,1076,53,1361,1515,"('Votes', 'Hillary Clinton')"
12133,2.8,2088,28.1,38501,20.1,1273,0,0,0,40.1,0,177286,7747,21,42.7,781,858,"('Votes', 'Hillary Clinton')"
13001,5.5,1009,20.9,36786,22.9,1627,0,0,2.7,21.5,347120,179447,10022,3,36,142,490,"('Votes', 'Hillary Clinton')"
13003,12.2,540,21.2,30049,32.2,582,0,0,0,27.5,0,35656,4367,0,24.7,49,201,"('Votes', 'Hillary Clinton')"
13005,5.2,502,24.2,33757,19,716,0,0,0,26.3,165420,68612,6495,0,42.9,58,113,"('Votes', 'Hillary Clinton')"
13007,0.6,136,26.9,27353,31.8,133,0,0,0,30.1,0,5320,1421,0,10.1,48,303,"('Votes', 'Hillary Clinton')"
13009,2.6,3079,20.5,32751,30,4071,0,1.6,1,26.6,0,524150,11267,39,177.3,762,3034,"('Votes', 'Hillary Clinton')"
13011,3.4,1262,29.4,41141,16.7,0,0,0,0,0,0,233863,14223,17,79.3,169,172,"('Votes', 'Hillary Clinton')"
13013,7.3,4968,33.4,53274,13.7,6370,0,0,0,30.2,768413,660898,9839,444,432.7,879,1457,"('Votes', 'Hillary Clinton')"
13015,4.6,6556,28.1,47197,17.1,9679,7,2.5,0,28.2,3723604,1177422,12699,221,217.9,1490,2216,"('Votes', 'Hillary Clinton')"
13017,1.6,1133,16.9,28547,38.1,1372,14.2,0,0,27.8,0,224967,12693,11,70.5,179,779,"('Votes', 'Hillary Clinton')"
13019,2.7,1453,25.5,32258,22.5,1210,0,0,0,33.1,415852,129158,7739,15,42.7,146,325,"('Votes', 'Hillary Clinton')"
13021,3.8,11498,20.7,37550,24.9,14851,32.5,3.3,0,35.1,1693877,2536200,16374,92,622.8,2632,12944,"('Votes', 'Hillary Clinton')"
13023,2,946,26.3,36073,23.3,769,0,0,0,36.4,0,76320,5950,16,60.5,98,370,"('Votes', 'Hillary Clinton')"
