fips,% Foreign Born,Veterans,Mean Travel Time,Median Household Income,Below Poverty Level,Total Number of Firms,% Black-owned Firms,% Asian-owned Firms,% Hispanic-owned Firms,% Women-owned Firms,Manufacturers Shipments ($1000),Retail Sales ($1000),Retail Sales per Capita,Building permits,Population per Square Mile,Ben Carson,Carly Fiorina,Chris Christie,Donald Trump,Jeb Bush,John Kasich,Marco Rubio,Mike Huckabee,Rand Paul,Rick Santorum,Ted Cruz,Most Votes
18059,1.5,5381,26.3,62981,7.6,6449,0,0,0,27.5,1256037,568518,8584,395,228.8,0,0,0,9520,0,1240,0,0,0,0,6564,"('Votes', 'Donald Trump')"
18061,1.1,3337,30.2,50510,13.2,3701,2.1,1,1.3,27.1,410685,400931,10862,84,81.2,0,0,0,4326,0,422,0,0,0,0,2498,"('Votes', 'Donald Trump')"
18063,4.2,10552,25.9,68297,5,11771,2.4,3.8,0.9,25,2819422,2088672,15496,1145,357.4,0,0,0,18555,0,2869,0,0,0,0,14876,"('Votes', 'Donald Trump')"
18065,0.9,4313,27.3,40679,17,2846,0,1.1,0,29.3,1026569,455036,9706,18,126.2,0,0,0,5714,0,453,0,0,0,0,3362,"('Votes', 'Donald Trump')"
18067,2,7482,20.4,43590,16.7,5748,0,0,0,28.8,2923185,1194698,14264,140,282.4,0,0,0,8475,0,833,0,0,0,0,5946,"('Votes', 'Donald Trump')"
18069,1.5,2703,20.8,46148,12,2795,0,0,0,19.1,1478637,328017,8651,53,97,0,0,0,4100,0,547,0,0,0,0,3658,"('Votes', 'Donald Trump')"
18071,5.6,2815,20.3,46501,13,3274,0,0,0,19.9,2585502,529531,12572,178,83.2,0,0,0,5362,0,517,0,0,0,0,2647,"('Votes', 'Donald Trump')"
18073,2.3,2515,26.6,57500,7.7,2557,0,0,0,0,601064,405489,12531,51,59.8,0,0,0,3903,0,494,0,0,0,0,2120,"('Votes', 'Donald Trump')"
18075,1.1,1392,20.6,40235,14.7,1163,0,0,0,26.6,835131,139539,6543,21,55.4,0,0,0,2194,0,289,0,0,0,0,1475,"('Votes', 'Donald Trump')"
18077,2,2668,22,43795,13.6,2651,0,0,0,0,1476978,382708,11801,29,89.9,0,0,0,3077,0,367,0,0,0,0,1584,"('Votes', 'Donald Trump')"
18079,1.2,2203,25.5,44128,16.7,2546,0,1.1,0,0,377163,223798,7956,47,75.7,0,0,0,3361,0,221,0,0,0,0,1470,"('Votes', 'Donald Trump')"
18081,3.8,9895,26.1,61231,10.6,11957,0,3.1,0.8,26.6,1609901,2072896,15169,668,435.8,0,0,0,17218,0,2199,0,0,0,0,11849,"('Votes', 'Donald Trump')"
18083,1.3,2712,19.6,42119,14,2411,0,1.9,0,23.7,774300,471778,12463,34,74.5,0,0,0,4918,0,344,0,0,0,0,1929,"('Votes', 'Donald Trump')"
18085,4.1,4941,20.9,50859,11.9,6674,0,0,0,23.4,5705256,794883,10423,261,145.6,0,0,0,8748,0,1127,0,0,0,0,7698,"('Votes', 'Donald Trump')"
18087,1.9,1778,22.5,47617,16.5,3596,0,0,0,21.1,1602328,276916,7498,121,97.8,0,0,0,2571,0,368,0,0,0,0,2373,"('Votes', 'Donald Trump')"
18089,6.7,32821,27.6,49035,17.8,34165,18.6,2.5,6.7,31.1,21914467,7102425,14455,908,994.1,0,0,0,28577,0,2974,0,0,0,0,12083,"('Votes', 'Donald Trump')"
18091,3,8961,22.3,47538,16.5,7314,0,1,1.3,0,2364020,1363592,12355,125,186.3,0,0,0,9494,0,924,0,0,0,0,4434,"('Votes', 'Donald Trump')"
18093,1.4,4192,26,42627,15.2,3615,0,1.1,1.5,19.4,716454,481647,10481,42,102.7,0,0,0,5971,0,507,0,0,0,0,3132,"('Votes', 'Donald Trump')"
18095,2,10329,25.7,43120,17.3,8275,0,0.8,0.6,24.2,1046853,1234877,9433,92,291.3,0,0,0,12487,0,1156,0,0,0,0,8023,"('Votes', 'Donald Trump')"
18097,8.5,57036,22.7,42334,20.4,69266,11.9,2.4,2.2,28,24333886,12951290,14748,1195,2279.6,0,0,0,49835,0,9633,0,0,0,0,39557,"('Votes', 'Donald Trump')"
18099,4.2,3264,21.3,45709,15.2,3975,0,0,0,26,1239448,550984,11839,83,106.1,0,0,0,4755,0,563,0,0,0,0,3644,"('Votes', 'Donald Trump')"
18101,0.8,925,25.4,44740,14.6,814,0,0,0,24.7,0,81212,8044,8,30.8,0,0,0,1398,0,80,0,0,0,0,743,"('Votes', 'Donald Trump')"
18103,1.2,3454,24,42023,17.2,2311,0,0,0,31.8,711346,235379,6423,10,98.7,0,0,0,3286,0,316,0,0,0,0,2409,"('Votes', 'Donald Trump')"
18105,7.9,7448,18.2,40052,25.1,10571,1.8,2.3,1.5,25.2,1799286,1530793,11968,521,349.7,0,0,0,7259,0,1683,0,0,0,0,5505,"('Votes', 'Donald Trump')"
18107,2.6,2793,21.1,46797,16.8,2644,0,1.1,0,24.1,2768351,429214,11343,45,75.6,0,0,0,4412,0,632,0,0,0,0,2912,"('Votes', 'Donald Trump')"
18109,1.4,5557,29.2,55354,11.5,5569,0,1.5,0,0,0,586949,8378,129,170.5,0,0,0,10235,0,941,0,0,0,0,5885,"('Votes', 'Donald Trump')"
18111,2,986,30.5,50262,11.2,761,0,0,0,0,197474,96674,6901,22,35.5,0,0,0,1814,0,206,0,0,0,0,725,"('Votes', 'Donald Trump')"
18113,4.9,3335,23.5,47117,14.2,3211,0,0,1.9,26.1,2454544,357295,7491,87,115.7,0,0,0,4422,0,578,0,0,0,0,3706,"('Votes', 'Donald Trump')"
18115,0.2,553,32.4,50377,8.3,357,0,0,0,0,0,23731,4068,20,71.1,0,0,0,786,0,91,0,0,0,0,299,"('Votes', 'Donald Trump')"
18117,0.4,1416,26.7,38826,17.9,1461,0,0,0,0,201749,153183,7812,1,49.8,0,0,0,2574,0,248,0,0,0,0,1223,"('Votes', 'Donald Trump')"
18119,1.1,2049,32.5,43950,14,1797,0,0,0,18.6,0,106333,4750,18,56,0,0,0,2679,0,165,0,0,0,0,1217,"('Votes', 'Donald Trump')"
18121,1.2,1398,25.9,43870,13.3,0,0,0,0,0,137612,84463,4932,26,39,0,0,0,1996,0,142,0,0,0,0,921,"('Votes', 'Donald Trump')"
18123,0.4,1406,22.6,47596,10.9,1275,0,0,0,27.7,600192,153361,8097,48,50.7,0,0,0,1642,0,166,0,0,0,0,606,"('Votes', 'Donald Trump')"
18125,0.4,1066,25.2,40680,12.7,684,0,0,0,0,0,55934,4449,20,38.4,0,0,0,1649,0,122,0,0,0,0,821,"('Votes', 'Donald Trump')"
18127,3.7,11934,26.8,62794,10.4,12407,1.4,1.5,3.1,29.2,7318767,1956275,12188,448,393,0,0,0,16194,0,2359,0,0,0,0,7073,"('Votes', 'Donald Trump')"
18129,1.1,1914,23.2,58750,9.9,1953,0,0,0,25.1,0,268383,10225,55,63.3,0,0,0,3159,0,322,0,0,0,0,1696,"('Votes', 'Donald Trump')"
18131,0.8,884,23.9,44764,14,929,0,0,0,22.6,0,112778,8175,13,30.9,0,0,0,1668,0,192,0,0,0,0,1042,"('Votes', 'Donald Trump')"
18133,1.8,2769,28.5,50821,9.7,2731,0,0,0,0,675972,310811,8367,65,79,0,0,0,4087,0,309,0,0,0,0,2737,"('Votes', 'Donald Trump')"
18135,0.9,1971,22.5,40904,17.4,2182,0,0,0,27.7,577384,273327,10588,6,57.9,0,0,0,2939,0,350,0,0,0,0,1840,"('Votes', 'Donald Trump')"
18137,1.4,2351,26.3,47537,9.4,2715,0,0,0,0,757369,255352,9347,86,64.6,0,0,0,3694,0,641,0,0,0,0,1442,"('Votes', 'Donald Trump')"
18139,0.5,1398,26.3,47401,15.4,1605,0,0,0,24.5,523330,113360,6468,10,42.6,0,0,0,2362,0,255,0,0,0,0,1457,"('Votes', 'Donald Trump')"
18141,5.7,18001,20.2,44582,17.7,20374,6.5,1.7,1.9,26.7,8011023,3683417,13831,428,583,0,0,0,19059,0,2568,0,0,0,0,15239,"('Votes', 'Donald Trump')"
18143,1.2,1620,26.7,42898,19,1981,0,0,0,10.8,978675,241227,10156,26,127,0,0,0,1929,0,100,0,0,0,0,867,"('Votes', 'Donald Trump')"
18145,2.4,3476,24,51440,12.9,3706,0,0,0,23.5,2354852,487648,11094,59,108.1,0,0,0,5044,0,439,0,0,0,0,3190,"('Votes', 'Donald Trump')"
18147,2,1873,26.8,52991,12.6,1276,0,0,0,21.9,0,166048,8215,36,52.8,0,0,0,2350,0,292,0,0,0,0,1378,"('Votes', 'Donald Trump')"
18149,1.8,1825,28.9,40126,16.9,1470,0,0,0,29.7,243732,156674,6730,36,75.6,0,0,0,2456,0,128,0,0,0,0,1072,"('Votes', 'Donald Trump')"
18151,2,2665,22.5,48080,11.5,3523,0,0.9,0.8,18.2,1147951,575134,17170,98,110.7,0,0,0,3973,0,614,0,0,0,0,2500,"('Votes', 'Donald Trump')"
18153,1,1449,23.8,43510,17.9,1281,0,0,0,28.5,0,146923,6894,2,48,0,0,0,2379,0,115,0,0,0,0,944,"('Votes', 'Donald Trump')"
18155,1.8,882,32.4,44143,22.2,620,0,0,0,0,0,19919,2074,54,48.1,0,0,0,858,0,137,0,0,0,0,263,"('Votes', 'Donald Trump')"
18157,10.4,9517,17.6,44246,21.6,9383,0,4.4,3.4,30.5,0,2079578,12769,1055,345.7,0,0,0,10296,0,2705,0,0,0,0,9460,"('Votes', 'Donald Trump')"
18159,1.8,1525,24.4,52686,9.4,1240,0,0,0,23.5,362143,136038,8473,7,61.2,0,0,0,2269,0,251,0,0,0,0,1631,"('Votes', 'Donald Trump')"
18161,0.8,588,23.8,44161,12.7,0,0,0,0,0,0,31015,4366,3,46.6,0,0,0,875,0,203,0,0,0,0,365,"('Votes', 'Donald Trump')"
18163,2.5,13397,18.9,43540,15.9,12530,2.9,1.5,1.2,25.7,6447599,3025844,17308,322,769.7,0,0,0,14544,0,2168,0,0,0,0,9289,"('Votes', 'Donald Trump')"
18165,0.3,1544,24.4,42524,15.8,1119,0,3.6,0,22.7,0,184550,11296,1,63.1,0,0,0,1748,0,92,0,0,0,0,602,"('Votes', 'Donald Trump')"
18167,3.3,7960,19.9,40692,20,7034,4.8,3.2,0.6,23,3565934,1668183,15780,321,267.4,0,0,0,8539,0,788,0,0,0,0,3829,"('Votes', 'Donald Trump')"
18169,1.6,2489,19.2,45286,15.1,2571,0,0,0,30.7,1045382,325620,9889,24,79.7,0,0,0,3932,0,450,0,0,0,0,2964,"('Votes', 'Donald Trump')"
18171,1.1,673,26.7,52317,7.1,680,0,0,0,28.7,93073,24040,2812,19,23.3,0,0,0,1321,0,114,0,0,0,0,583,"('Votes', 'Donald Trump')"
18173,2.5,4677,23.1,62351,9,5024,0,0,0,30.3,0,331226,5794,304,155.1,0,0,0,7450,0,957,0,0,0,0,4721,"('Votes', 'Donald Trump')"
18175,0.7,2041,29.6,41986,15.1,2057,0,0,0,30.5,248328,190711,6844,32,55,0,0,0,3156,0,206,0,0,0,0,1542,"('Votes', 'Donald Trump')"
18177,2,5746,19.6,38350,21.8,4610,2.2,0.9,0,17.4,2483052,1004328,14748,85,171.5,0,0,0,6116,0,1021,0,0,0,0,2937,"('Votes', 'Donald Trump')"
18179,1.2,1840,21.4,48136,10.7,2311,0,0,0,0,699092,221300,7969,36,75.1,0,0,0,2777,0,349,0,0,0,0,3826,"('Votes', 'Ted Cruz')"
18181,3.5,2075,23.3,51444,10.8,2582,0,0,0,21.3,715246,283389,11911,31,48.8,0,0,0,3044,0,394,0,0,0,0,1753,"('Votes', 'Donald Trump')"
18183,1,2628,24,51914,8.2,2734,0,0,0,0,2107506,343476,10547,94,99.2,0,0,0,3919,0,610,0,0,0,0,4064,"('Votes', 'Ted Cruz')"
19001,1.1,790,22.7,47892,9.5,745,0,0,0,0,0,49644,6546,8,13.5,61,16,4,104,4,2,80,11,12,7,104,"('Votes', 'Donald Trump')"
19003,0.6,353,21.2,45871,11.3,443,0,0,0,0,0,32586,7950,1,9.5,30,16,1,68,7,10,47,3,8,1,81,"('Votes', 'Ted Cruz')"
19005,4.3,1282,23.6,48831,12.6,1648,0,0,0,22.8,0,128662,8922,41,22.4,77,54,4,193,11,2,131,9,16,6,183,"('Votes', 'Donald Trump')"
19007,1,1045,19,39208,15.2,1428,0,0,0,0,151576,133534,10331,6,25.9,92,9,4,292,13,4,90,44,20,2,269,"('Votes', 'Donald Trump')"
19009,0.6,557,18.2,48313,9.5,456,0,0,0,0,0,37302,6083,5,13.8,33,4,1,99,10,5,56,20,11,0,135,"('Votes', 'Ted Cruz')"
19011,1.1,2160,23.7,56669,8.4,2420,0,0,0,31.2,176791,176434,6645,28,36.4,171,35,23,410,11,27,246,34,72,9,596,"('Votes', 'Ted Cruz')"
19013,4.8,9095,15.8,45747,17,9739,4.1,0,0.6,29.1,5880301,1929430,15224,314,231.7,497,131,104,1360,178,53,1551,72,357,20,1585,"('Votes', 'Ted Cruz')"
19015,0.9,2277,21.1,51826,10.1,2180,0,0,0,0,161292,210610,8009,44,46,177,7,40,412,31,22,320,67,96,19,566,"('Votes', 'Ted Cruz')"
19017,0.6,1914,19.2,61216,7.3,2419,0,0,0,30.5,699712,268428,11358,74,55.7,134,24,16,347,38,50,389,19,46,19,408,"('Votes', 'Ted Cruz')"
19019,1,1511,20.9,55553,9.9,1874,0,0,0,18,640836,214820,10242,27,36.7,82,31,15,217,14,6,110,15,35,4,308,"('Votes', 'Ted Cruz')"
19021,18.6,1207,13.7,46951,12.8,1704,0,0,0,26.6,1578035,260846,13408,8,35.2,97,20,7,251,23,15,221,18,26,22,309,"('Votes', 'Ted Cruz')"
19023,0.6,1007,22.9,52026,9.8,0,0,0,0,0,0,79082,5407,21,25.6,108,18,6,220,24,3,145,21,32,1,332,"('Votes', 'Ted Cruz')"
19025,0.7,928,19.6,44484,13.4,846,0,0,0,0,0,103509,10402,12,17,37,8,5,136,10,7,121,35,20,19,159,"('Votes', 'Ted Cruz')"
19027,0.8,1447,14.1,48361,9.6,2755,0,0,0,23.7,794027,298050,14338,26,36.6,69,44,7,298,60,14,230,11,31,5,256,"('Votes', 'Donald Trump')"
19029,1,1155,17.3,43481,11.4,1682,0,0,0,0,0,178171,12846,12,24.7,142,10,15,262,34,21,176,17,9,13,225,"('Votes', 'Donald Trump')"
19031,1.3,1620,25.2,58088,8,0,0,0,0,0,178789,131334,7317,29,31.9,100,19,9,281,17,26,240,13,43,6,310,"('Votes', 'Ted Cruz')"
19033,2.1,3999,15.7,44795,13.2,3952,0,0,1.8,22.2,1357504,887071,20200,86,77.7,184,42,114,597,119,29,446,39,78,18,655,"('Votes', 'Ted Cruz')"
19035,0.9,1163,15.3,48977,9.7,796,0,0,0,0,279270,139445,11935,6,20.9,119,11,5,248,16,5,243,17,12,5,157,"('Votes', 'Donald Trump')"
19037,1.8,1116,21.3,43971,10.3,1078,0,0,0,16.4,278276,103931,8537,5,24.7,57,27,2,166,11,3,143,6,18,6,161,"('Votes', 'Donald Trump')"
19039,5.5,695,21.9,43216,13.7,752,0,0,0,22.5,416569,95388,10579,1,21.5,56,9,9,202,12,3,88,8,15,0,155,"('Votes', 'Donald Trump')"
19041,2.2,1360,15.2,49035,8.9,2262,0,0,0,24.3,0,298664,17960,14,29.4,155,8,15,292,16,31,149,25,28,14,291,"('Votes', 'Donald Trump')"
19043,1.4,1575,21.4,47494,12.5,1725,0,0,0,0,206396,163572,9249,28,23.3,67,26,9,249,26,11,109,17,29,5,298,"('Votes', 'Ted Cruz')"
19045,1.5,4259,19.2,49559,14,3491,0,0.9,0,0,3914945,635654,12950,102,70.7,159,70,26,709,106,41,459,15,94,6,621,"('Votes', 'Donald Trump')"
19047,12.8,1161,15.1,46548,15.8,1394,0,0,0,27.8,1266847,162386,9840,11,23.9,63,24,14,214,12,8,114,7,12,5,226,"('Votes', 'Ted Cruz')"
19049,6.6,3902,20.5,73847,6.4,6613,0.6,2.2,1.1,19.9,574183,905710,15813,661,112.4,489,133,214,1510,213,167,2469,61,276,58,1691,"('Votes', 'Marco Rubio')"
19051,0.8,717,22.8,45040,21.2,848,0,0,0,0,0,71612,8351,4,17.4,38,1,8,205,10,1,37,38,25,0,168,"('Votes', 'Donald Trump')"
19053,1.5,612,21,36326,19.5,869,0,0,0,0,0,39590,4746,2,15.9,80,2,4,127,5,4,73,6,19,4,173,"('Votes', 'Ted Cruz')"
19055,0.8,1200,22,54076,8.4,1568,0,0,0,29.5,326438,171404,9791,5,30.7,92,52,5,198,19,2,172,7,27,3,317,"('Votes', 'Ted Cruz')"
19057,1.5,3575,15.9,42451,13.8,3407,0.9,0,0,26,0,616900,15182,41,96.9,212,17,35,659,19,20,451,31,99,6,613,"('Votes', 'Donald Trump')"
19059,1,1737,16.7,56136,7.8,2088,0,0,0,25.6,647529,255190,15386,134,43.8,159,12,8,342,46,27,286,15,34,12,260,"('Votes', 'Donald Trump')"
19061,1.9,7057,17.3,51475,10.9,8102,1.1,0.7,0,21.7,4711245,1433461,15538,276,154,384,97,75,1087,95,54,1060,48,230,21,824,"('Votes', 'Donald Trump')"
19063,5.1,770,16.4,48601,12.5,791,0,0,0,0,331366,92665,8961,48,26,49,8,5,122,11,4,46,10,4,1,143,"('Votes', 'Ted Cruz')"
19065,0.9,1717,21.1,45542,11.5,1891,0,0,0,0,157746,157244,7716,24,28.6,144,18,6,240,18,6,180,17,27,3,341,"('Votes', 'Ted Cruz')"
19067,1.4,1523,19.6,43826,12.6,1159,0,0,0,0,461397,149138,9192,21,32.6,83,8,9,200,23,9,105,8,10,0,305,"('Votes', 'Ted Cruz')"
19069,5,809,19.4,48355,11.1,1385,0,0,0,19.4,260008,65933,6207,3,18.4,62,5,1,159,18,4,105,23,23,3,225,"('Votes', 'Ted Cruz')"
19071,0.7,776,22.7,50520,10.2,588,0,0,0,0,0,102932,13599,10,14.6,40,0,5,182,10,6,77,2,11,5,87,"('Votes', 'Donald Trump')"
19073,1.2,821,18.8,45865,13,746,0,0,0,23.1,0,87923,9258,6,16.4,62,2,13,164,25,6,77,14,14,7,162,"('Votes', 'Donald Trump')"
19075,0.4,894,20.7,56827,7,0,0,0,0,0,143848,109363,9049,19,24.8,73,10,12,198,26,4,261,50,32,8,272,"('Votes', 'Ted Cruz')"
19077,1.1,898,27.3,50609,10.3,1129,0,0,0,0,0,91301,8262,10,18.5,107,18,9,208,16,2,118,23,28,7,218,"('Votes', 'Ted Cruz')"
19079,2.2,1323,17.6,43589,12.3,1551,0,0,0,23.9,1162374,149277,9607,5,27.2,89,14,21,269,13,20,159,25,48,20,277,"('Votes', 'Ted Cruz')"
19081,1.8,798,20.8,50105,10.4,1275,0,0,0,0,266775,119314,10549,20,19.9,71,19,5,160,22,6,132,16,21,12,385,"('Votes', 'Ted Cruz')"
19083,2.5,1485,17.7,49342,8.6,1812,0,0,0,21,743136,161778,9242,7,30.8,138,25,33,295,19,12,225,31,45,29,417,"('Votes', 'Ted Cruz')"
19085,0.9,1099,25.8,54583,9.6,1378,0,0,0,19.2,0,100916,6546,29,21.4,221,24,17,315,5,10,112,10,17,6,282,"('Votes', 'Donald Trump')"
19087,3.3,1575,18.5,46376,17.9,1547,0,0,0,23.4,889862,214737,10665,20,46.4,189,18,7,273,31,12,228,33,30,12,379,"('Votes', 'Ted Cruz')"
19089,1.1,694,17.6,46429,11.6,1115,0,0,0,0,272970,83186,8789,1,20.2,26,3,2,112,19,0,89,5,5,0,106,"('Votes', 'Donald Trump')"
19091,2,934,17.2,47897,10.2,1151,0,0,0,24.8,289818,82011,8520,24,22.6,48,6,9,204,14,3,111,17,16,9,168,"('Votes', 'Donald Trump')"
19093,0.5,626,15.7,43449,14.4,956,0,0,0,19.4,372971,61131,8758,11,16.4,43,32,4,136,8,3,135,8,7,14,135,"('Votes', 'Donald Trump')"
19095,1.4,1044,22.5,58008,10.9,1264,0,0,0,24.1,1478930,213413,13512,23,27.9,105,25,12,249,11,14,163,33,56,12,353,"('Votes', 'Ted Cruz')"
19097,0.8,1788,23.2,46467,10.5,2345,0,0,0,21.3,247956,209951,10547,35,31.2,64,21,18,306,26,11,169,9,34,5,265,"('Votes', 'Donald Trump')"
19099,1.1,2818,22,50513,11.8,2847,0,0,0,20.9,170755,273960,7492,33,50.4,207,31,30,583,46,13,417,72,100,12,812,"('Votes', 'Ted Cruz')"
19101,12,1561,14.7,48814,12.4,2308,0,0,0,0,246631,333485,21471,14,38.7,55,11,7,223,17,25,104,51,67,18,270,"('Votes', 'Ted Cruz')"
19103,9.3,6630,18.2,53424,17.7,9323,1.8,2.4,1.6,26.7,0,1653057,13168,1080,213.1,531,191,171,1394,229,284,2207,75,691,37,1413,"('Votes', 'Marco Rubio')"
19105,1,1948,24.3,55041,8.3,2193,0,0,0,29.9,180765,257667,12629,15,35.9,107,35,14,258,25,6,167,6,32,21,363,"('Votes', 'Ted Cruz')"
19107,0.5,788,24,42167,13.2,1099,0,0,0,21.6,0,66877,6236,0,18.1,63,11,4,220,13,5,116,23,19,10,216,"('Votes', 'Donald Trump')"
19109,1,1433,15.5,51812,8.7,1822,0,0,0,25.8,474756,195827,12670,19,16,150,4,9,224,13,15,190,27,18,12,285,"('Votes', 'Ted Cruz')"
19111,2,3552,17.9,42469,15.1,2661,0,2.3,0,27.8,0,420758,11745,22,69.3,157,51,12,409,19,16,249,26,36,6,334,"('Votes', 'Donald Trump')"
19113,2.9,16870,18.5,57260,9.7,16967,0.7,0,0.6,27.1,8229178,3592845,17502,838,294.6,1072,302,276,2344,262,262,2825,99,699,56,3422,"('Votes', 'Ted Cruz')"
19115,8.1,815,23,50583,12.2,941,0,0,0,0,0,56465,4798,9,28.3,44,5,4,261,14,5,76,31,26,1,257,"('Votes', 'Donald Trump')"
19117,5.8,656,24.1,43288,17,788,0,0,0,0,0,84344,8919,3,20.7,68,9,5,159,10,0,79,18,24,3,213,"('Votes', 'Ted Cruz')"
19119,1.1,689,18.1,52152,8,1328,0,0,0,13.2,100917,91091,8113,55,19.7,206,10,3,173,11,6,229,3,14,20,432,"('Votes', 'Ted Cruz')"
19121,1.4,1365,26.5,57581,8.9,1304,0,0,0,30.5,0,80594,5253,55,27.9,107,21,18,373,22,11,250,34,51,7,452,"('Votes', 'Ted Cruz')"
19123,1.5,1481,17.9,47967,15.9,1977,0,0,0,25.4,1618526,242911,10995,64,39.2,209,37,16,421,40,8,368,49,69,73,669,"('Votes', 'Ted Cruz')"
19125,2.3,2484,20.3,54723,9.2,3254,0,0,0,20,1856906,333092,10201,125,60.1,272,41,62,539,74,30,606,74,123,40,1011,"('Votes', 'Ted Cruz')"
19127,12.1,3538,17.3,51555,12.1,2532,0,0,0,28.8,1848040,407694,10434,10,71,226,57,27,608,61,33,502,50,75,55,630,"('Votes', 'Ted Cruz')"
19129,0.8,1347,25.2,63076,7,1101,0,0,0,32.7,0,78569,5187,3,34.4,182,23,11,300,10,15,265,7,33,31,244,"('Votes', 'Donald Trump')"
19131,1.4,895,16.6,51078,7.1,1225,0,0,0,0,252014,93053,8627,25,23,61,55,4,120,10,3,56,11,34,3,114,"('Votes', 'Donald Trump')"
19133,0.9,965,21.3,42025,9,829,0,0,0,16.4,0,99152,10868,7,13.3,41,6,8,156,2,1,94,9,8,2,185,"('Votes', 'Ted Cruz')"
19135,4.3,645,25.1,45997,11.8,521,0,0,0,21.1,0,62488,8256,82,18.4,25,4,2,170,3,4,97,18,23,0,195,"('Votes', 'Ted Cruz')"
19137,1.3,897,18.7,44281,16.1,952,0,0,0,14.3,180839,88288,8071,13,25.3,85,27,5,118,27,10,124,10,26,6,133,"('Votes', 'Ted Cruz')"
19139,6,2866,18,51425,14.4,3523,0.8,0,3.3,32.1,0,448581,10566,51,97.7,110,43,50,720,53,45,635,39,131,12,576,"('Votes', 'Donald Trump')"
19141,2.8,1117,16.7,48185,11.3,1337,0,0,0,21.5,304999,169740,12093,22,25.1,220,10,6,256,17,6,281,45,19,9,347,"('Votes', 'Ted Cruz')"
19143,4.5,493,18.9,48659,8.6,566,0,0,0,0,0,40538,6291,1,16.2,42,7,3,78,13,1,56,3,8,3,113,"('Votes', 'Ted Cruz')"
19145,2,1590,16.4,43010,13.9,1305,0,0,0,20.2,348217,163001,10243,11,29.8,157,8,4,232,25,12,156,9,13,7,249,"('Votes', 'Ted Cruz')"
19147,1.3,782,16.9,44663,9.2,937,0,0,0,0,401373,65829,6988,2,16.7,40,9,6,117,14,5,94,17,15,5,110,"('Votes', 'Donald Trump')"
19149,1.8,2025,17.1,58888,6.4,2137,0,0,0,0,0,299650,12330,37,29,195,19,25,618,44,22,373,14,34,12,530,"('Votes', 'Donald Trump')"
19151,1.8,668,17.7,44073,14.2,764,0,0,0,0,0,79888,10492,4,12.7,70,5,5,110,9,2,65,16,13,1,187,"('Votes', 'Ted Cruz')"
19153,8.5,26762,19,59018,11.8,37950,1.9,2.1,1.8,28,7519907,6714418,16130,3350,750.5,2297,420,745,6764,1405,773,8365,565,1633,234,7864,"('Votes', 'Marco Rubio')"
19155,3.3,7373,20.8,51304,13.8,7088,0,0,1.2,24.1,0,1503395,16784,122,98,543,80,53,1508,70,127,750,25,156,115,942,"('Votes', 'Donald Trump')"
19157,3.1,1296,17,50349,12.8,1781,0,0,0,21.4,462194,241342,12932,123,32.3,76,14,14,258,38,18,183,30,63,7,282,"('Votes', 'Ted Cruz')"
19159,0.7,401,18,44551,13.1,553,0,0,0,12.1,0,63578,12562,2,9.6,52,3,3,106,16,0,50,14,2,1,84,"('Votes', 'Donald Trump')"
19161,1.2,943,17.7,48093,8.7,1187,0,0,0,21.5,0,92468,8983,5,18,61,12,6,212,19,7,81,18,17,49,187,"('Votes', 'Donald Trump')"
19163,3.4,12299,18,52735,13.1,14132,0,0,1.3,27,5745095,2852978,17574,365,360.7,532,219,178,2465,353,436,2553,78,486,50,2396,"('Votes', 'Marco Rubio')"
19165,2,1041,18.5,48783,10.8,1388,0,0,0,19.5,0,135125,10996,16,20.6,109,22,10,203,9,9,129,18,23,6,207,"('Votes', 'Ted Cruz')"
19167,6.3,1830,12.8,57227,8.2,3659,0,0,0,18.3,1152404,394422,12319,112,43.9,686,39,24,502,76,45,1469,35,117,77,1524,"('Votes', 'Ted Cruz')"
19169,8.3,4787,17.8,50516,20.9,7365,0,2.1,0,23.6,1970829,968345,11361,539,156.3,641,117,166,1152,212,193,2415,123,629,62,1815,"('Votes', 'Marco Rubio')"
19171,2.8,1496,21.6,51670,11.5,0,0,0,0,0,0,112481,6366,17,24.6,83,10,16,350,12,12,123,33,27,10,307,"('Votes', 'Donald Trump')"
19173,3.4,511,21,43804,14.5,722,0,0,0,0,0,25098,3906,4,11.9,63,6,5,140,10,6,52,9,10,3,74,"('Votes', 'Donald Trump')"
19175,1,1014,15,44838,16.1,0,0,0,0,0,214327,153754,12759,7,29.6,87,16,3,194,12,7,135,28,10,7,203,"('Votes', 'Ted Cruz')"
19177,0.8,668,23.4,43181,16.5,0,0,0,0,0,0,36920,4810,0,15.6,56,0,3,151,3,1,63,51,7,0,196,"('Votes', 'Ted Cruz')"
19179,6.8,2638,17.4,41425,19.1,2850,0,0,0,19.1,1840383,500711,14167,22,82.5,127,10,21,592,24,9,242,103,50,2,489,"('Votes', 'Donald Trump')"
19181,1.2,3826,24.8,62535,7.3,4047,0,0,0,26,0,328428,7415,360,81.1,374,37,65,982,95,44,784,76,197,33,1120,"('Votes', 'Ted Cruz')"
19183,2.7,1573,21.1,54554,9.8,2559,0,0,0,15.9,0,195045,9221,24,38.2,194,30,9,329,63,13,222,23,104,15,542,"('Votes', 'Ted Cruz')"
19185,0.8,569,25.2,40024,12.4,483,0,0,0,0,0,49159,7824,0,12.2,36,5,1,114,9,7,57,15,3,1,171,"('Votes', 'Ted Cruz')"
